Property Name,Property Type,Address,City,County,State,ZIP Code,Latitude,Longitude,Floor Area (ft^2),Reported Floor Area (ft^2),Year Built,Benchmarking Year,ENERGY STAR Score,Site EUI (kBtu/ft^2),Source EUI (kBtu/ft^2),Weather Normalized Site EUI (kBtu/ft^2),Weather Normalized Source EUI (kBtu/ft^2),Direct GHG Emissions (MtCO2e),Indirect GHG Emissions (MtCO2e),Total GHG Emissions (MtCO2e),Water Use Intensity (gal/ft^2),Address of Record,DC Real Property ID,Owner of Record,PM Parent Property ID,PM Property ID,Parent Property Name,Ward,X-Coordinate (ESRI),Y-Coordinate (ESRI)
Holiday Inn Georgetown,,"2101 Wisconsin Ave, NW",Washington,District of Columbia,DC,20007,,,231439,,,2013,,,,,,,,,,2101 WISCONSIN AV NW,12990321,MARY C H SMITH,,,,3,,
WICAL,,2323 Wisconsin Ave NW,Washington,District of Columbia,DC,20007,,,70474,,,2013,,,,,,,,,,2323 WISCONSIN AV NW,12991028,WICAL LP,,,,3,,
Sheffield Condominiums - Whole Bldg,,2320 Wisconsin Avenue NW,Washington,District of Columbia,DC,20007,,,55159,,,2013,,,,,,,,,,2320 WISCONSIN AVE NW,13001062,THE SHEFFIELD CONDOMINIUM,,,,3,,
Georgetown North Condo,,2600 Tunlaw Road N.W.,Washington,District of Columbia,DC,20007,,,70000,,,2013,,,,,,,,,,2600 TUNLAW RD NW,13012407,GEORGETOWN NORTH CONDO,,,,3,,
The Archbold Condominium,,2725 39th Street NW,Washington,District of Columbia,DC,20007,,,53671,,,2013,,,,,,,,,,2725 39TH ST NW,13012753,THE ARCHBOLD CONDOMINIUM,,,,3,,
PHYLMAR PLAZA CONDO,,4100 W ST NW,Washington,District of Columbia,DC,20007,,,60736,,,2013,,,,,,,,,,4100 W ST NW,13182410,PHYLMAR PLAZA CONDO,,,,3,,
Georgetown University,,"3800 Reservoir Road, N.W.",Washington,District of Columbia,DC,20057,,,80094,,,2013,,,,,,,,,,3700 O ST NW,13210815,JESUIT COMMUNITY AT GEORGETOWN UNIV INC,,,,2,,
The Palisade Apartments,,4540 MacArthur Blvd NW,Washington,District of Columbia,DC,20007,,,56032,,,2013,,,,,,,,,,4540 MACARTHUR BLVD,13560857,PALISADES LLC,,,,3,,
"4910 Mass. Ave., NW",,"4910 Massachusetts Ave., NW",Washington,District of Columbia,DC,20016,,,84264,,,2013,,,,,,,,,,4910 MASSACHUSETTS AV NW,14670882,WC AND AN MILLER DEVELOPMENT COMPANY,,,,3,,
Lord &amp; Taylor,,4423 Harrison Street,Washington,District of Columbia,DC,20015,,,146676,,,2013,,,,,,,,,,4423 HARRISON ST NW,15800033,MAZZA FAMILY FRIENDSHIP HEIGHTS LLC,,,,3,,
Wesley Theological Seminary,,4500 Massachusetts Ave Nw,Washington,District of Columbia,DC,20016,,,141783,,,2013,,,,,,,,,,4500 MASSACHUSETTS AV,16000006,WESLEY THEOLOGICAL SEMINARY OF METHODIST CHURCH,,,,3,,
TECRO Defense Mission office,,5010 Wisconsin Ave. N.W.,Washington,District of Columbia,DC,20016,,,50879,,,2013,,,,,,,,,,5010 WISCONSIN AV NW,16550807,CCNAA,,,,3,,
5100 Wisconsin Ave.,,"5100 Wisconsin Avenue, NW",Washington,District of Columbia,DC,20016,,,99790,,,2013,,,,,,,,,,5100 WISCONSIN AV NW,16560009,OURISMAN FLORENZ R,,,,3,,
"Amalgamated Transit Union, Intl",,5025 Wisconsin Ave NW,Washington,District of Columbia,DC,20016,,,61217,,,2013,,,,,,,,,,5025 WISCONSIN AV NW,16690805,AMALGAMATED TRANSIT UNION,,,,3,,
Beecher House Condominium,,2400 41st St NW,Washington,District of Columbia,DC,20007,,,59225,,,2013,,,,,,,,,,2400 41ST ST NW,17082427,THE BEECHER HOUSE CONDO,,,,3,,
2325 42nd Street Condominium Assoc.,,2325 42nd St NW,Washington,District of Columbia,DC,20007,,,51118,,,2013,,,,,,,,,,2325 42ND ST NW,17082428,2325 42ND ST CONDO,,,,3,,
"4114 Davis Place, A Condominium Residence",,4114 Davis Place NW,Washington,District of Columbia,DC,20007,,,54937,,,2013,,,,,,,,,,4114 DAVIS PL NW,17082440,CONDOMINIUM #2440,,,,3,,
Tenley Campus,,4340 Nebraska Ave NW,Washington,District of Columbia,DC,20016,,,156934,,,2013,,,,,,,,,,4340 NEBRASKA AV NW,17280001,AMERICAN UNIVERSITY,,,,3,,
Tenley Hill Condominiums - Whole Building,,4750 41st Street NW,Washington,District of Columbia,DC,20016,,,71372,,,2013,,,,,,,,,,4750 41ST ST NW,17343045,TENLEY HILL CONDOMINIUM,,,,3,,
Washington Hebrew Congregation,,3935 Macomb Street,Washington,District of Columbia,DC,20016,,,95168,,,2013,,,,,,,,,,3935 MACOMB ST NW,17980028,WASHINGTON HEBREW CONGREGATION,,,,3,,
Annunciation,,3810 Massachusetts Ave. NW,Washington,District of Columbia,DC,20016,,,55024,,,2013,,,,,,,,,,3810 MASSACHUSETTS AV NW,18150101,ROMAN CATHOLIC ARCHBISHOP OF WASHINGTON,,,,3,,
Warwick Condominium,,3051 Idaho Avenue NW,Washington,District of Columbia,DC,20016,,,57453,,,2013,,,,,,,,,,3051 IDAHO AVE NW,18151072,THE WARWICK CONDOMINIUM,,,,3,,
3400 Idaho,,3400 Idaho Avenue NW,Washington,District of Columbia,DC,20016,,,60234,,,2013,,,,,,,,,,3400 IDAHO AV NW,18190804,VAUGHN MCLEAN LLC,,,,3,,
Devonshire Court South,,4105 Wisconsin Ave NW,Washington,District of Columbia,DC,20016,,,55896,,,2013,,,,,,,,,,4105 WISCONSIN AV NW,18290055,4105 WISCONSIN LLC,,,,3,,
The Brittany Apartments,,"5432 Connecticut Avenue, N.W.",Washington,District of Columbia,DC,20015,,,71469,,,2013,,,,,,,,,,5432 CONNECTICUT AV NW,18580051,BCB APARTMENTS LLC,,,,3,,
Chevy Chase House,,5420 Connecticut Avenue NW,Washington,District of Columbia,DC,20015,,,119244,,,2013,,,,,,,,,,5420 CONNECTICUT AV NW,18580058,CHEVY CHASE HOUSE ASSOCIATES,,,,3,,
Blessed Sacrament School,,5841 Chevy Chase Parkway NW,Washington,District of Columbia,DC,20015,,,83290,,,2013,,,,,,,,,,5841 CHEVY CHASE PKWY NW,18630047,ROMAN CATHOLIC ARCHBISHOP  OF WASHINGTON,,,,3,,
Livingston,,"5437 Connecticut Ave, NW",Washington,District of Columbia,DC,20015,,,53400,,,2013,,,,,,,,,,5437 CONNECTICUT AV NW,18690823,BDC LIVINGSTON LLC,,,,3,,
Huntington Apartments,,"5225 Connecticut Avenue, NW",Washington,District of Columbia,DC,20015,,,108616,,,2013,,,,,,,,,,5225 CONNECTICUT AV NW,18740801,CONNECTICUT AVENUE LP,,,,3,,
Sulgrave Manor,,5130 Connecticut Ave NW,Washington,District of Columbia,DC,20008,,,57708,,,2013,,,,,,,,,,5130 CONNECTICUT AV NW,18790800,DOUGLASS LP,,,,3,,
Crestview Condominiums,,3601 Wisconsin Avenue NW,Washington,District of Columbia,DC,20016,,,60748,,,2013,,,,,,,,,,3601 WISCONSIN AVE NW,19081073,THE CRESTVIEW CONDOMINIUM,,,,3,,
"Chesterfield Cooperative, Inc.",,"3315 Wisconsin Avenue, NW",Washington,District of Columbia,DC,20016,,,81996,,,2013,,,,,,,,,,3315 WISCONSIN AV NW,19190823,CHESTERFLD COOPERATIVE INC,,,,3,,
The Elaine Apartments,,3210 Wisconsin Ave NW,Washington,District of Columbia,DC,20016,,,92070,,,2013,,,,,,,,,,3210 WISCONSIN AV NW,19200055,DAVID HORNSTEIN,,,,3,,
Macomb Gardens Apartments,,3725 Macomb Street  #108 NW NW,Washington,District of Columbia,DC,20016,,,60984,,,2013,,,,,,,,,,3725 MACOMB ST NW,19200824,3725 MACOMB STREET ASSOCIATES LLC,,,,3,,
Alto Towers Apartments,,3206 Wisconsidn Ave NW,Washington,District of Columbia,DC,20016,,,56076,,,2013,,,,,,,,,,3206 WISCONSIN AV NW,19200826,VICTOR REALTY LP,,,,3,,
Adams Cathedral,,3201 Wisconsin Avenue NW,Washington,District of Columbia,DC,20016,,,65684,,,2013,,,,,,,,,,3201 WISCONSIN AV NW,19210026,ADAMS CATHEDRAL LLC,,,,,,
Washington National Cathedral,,3101 Wisconsin Ave,Washington,District of Columbia,DC,20016,,,73346,,,2013,,,,,,,,,,3112 36TH ST NW,19220017,PROTESTANT EPISCOPAL CATHEDRAL FND DC,,,,3,,
Highview Towers,,2700 Wisconsin Avenue NW,Washington,District of Columbia,DC,20007,,,55355,,,2013,,,,,,,,,,2700 WISCONSIN AV NW,19320001,HIGHVIEW TOWERS INC,,,,3,,
Wisconsin House,,"2712 Wisconsin Avenue, NW",Washington,District of Columbia,DC,20007,,,113689,,,2013,,,,,,,,,,2712 WISCONSIN AV NW,19320806,MARY E SMITH TRUSTEE,,,,3,,
Skyline Towers Apartments,,2730 Wisconsin Ave NW,Washington,District of Columbia,DC,20007,,,69522,,,2013,,,,,,,,,,2730 WISCONSIN AV NW,19320810,SKYLINE TOWERS ASSOCIATES LLC,,,,3,,
Sherry Hall,,2702 Wisconsin Av NW,Washington,District of Columbia,DC,20007,,,50880,,,2013,,,,,,,,,,2702 WISCONSIN AV,19320813,ALONZO O BLISS PROPERTIES,,,,3,,
Savoy Suites Hotel,,2505 Wisconsin Ave N.W.,Washington,District of Columbia,DC,20007,,,138253,,,2013,,,,,,,,,,2507 - 2515 WISCONSIN AV NW,19350045,CS BOND ST S PROPERTIES LLC,,,,3,,
Georgetown Heights,,2501 Wisconsin Avenue NW,Washington,District of Columbia,DC,,,,85332,,,2013,,,,,,,,,,2501 WISCONSIN AVE NW,19351708,GEORGETOWN HEIGHTS CONDO,,,,3,,
Washington National Cathedral,,3101 Wisconsin Ave,Washington,District of Columbia,DC,20016,,,553914,,,2013,,,,,,,,,,3101 WISCONSIN AV NW,19440025,PROTESTANT EPISCOPAL CATHEDRAL FND DC,,,,3,,
Days Inn,,4400 Connecticut Ave NW,Washington,District of Columbia,DC,20008,,,76016,,,2013,,,,,,,,,,4400 CONNECTICUT AV NW,19710836,THOMAS MOTT TRUSTEES,,,,3,,
Parker House Condominium,,"4700 Connecticut Ave., NW",Washington,District of Columbia,DC,20008,,,73555,,,2013,,,,,,,,,,4700 CONNECTICUT AVE NW,19783014,PARKER HOUSE CONDO,,,,3,,
The Methodist Home of DC and Forest Side Assisted Living,,4901 Connecticut Ave.,Washington,District of Columbia,DC,20008,,,82300,,,2013,,,,,,,,,,4901 CONNECTICUT AV NW,20330016,METHODIST HOME OF D C INC,,,,3,,
4801 Connecticut Ave Apartments,,4801 Connecticut Ave NW,Washington,District of Columbia,DC,20008,,,281555,,,2013,,,,,,,,,,4801 CONNECTICUT AV NW,20350803,CAROLYN STICKLE KOSER TRUSTEE,,,,3,,
4701 Connecticut Avenue Condominiums - Whole Building,,4701 Connecticut Avenue NW,Washington,District of Columbia,DC,20008,,,67836,,,2013,,,,,,,,,,4701 CONNECTICUT AVE NW,20371078,4701 CONNECTICUT AVE CONDO,,,,3,,
4707 Connecticut Avenue Condominiums-Whole Building,,4707 Connecticut Avenue NW,Washington,District of Columbia,DC,20008,,,91232,,,2013,,,,,,,,,,4707 CONNECTICUT AVE NW,20371079,4707 CONNECTICUT AVE CONDO,,,,3,,
4201 Connecticut Ave NW,,4201 Connecticut Ave NW,Washington,District of Columbia,DC,20008,,,109032,,,2013,,,,,,,,,,4201 CONNECTICUT AV NW,20510006,4201 CONN AVE OWNER LLC,,,,3,,
Jemal's Van Ness LLC,,4215 Connecticut Ave NW DC,Washington,District of Columbia,DC,20008,,,57740,,,2013,,,,,,,,,,4215 CONNECTICUT AV NW,20510808,JEMAL'S VAN NESS LLC,,,,3,,
Tilden Gardens,,3000 Tilden Street NW,Washington,District of Columbia,DC,20008,,,91070,,,2013,,,,,,,,,,3930 CONNECTICUT AV NW,20590006,TILDEN GARDENS INC,,,,3,,
Tilden Gardens,,3900 Connecticut Avenue NW,Washington,District of Columbia,DC,20008,,,84804,,,2013,,,,,,,,,,3900 CONNECTICUT AV NW,20590007,TILDEN GARDENS INC,,,,3,,
Tilden Gardens,,3031 Sedgwick Street NW,Washington,District of Columbia,DC,20008,,,70108,,,2013,,,,,,,,,,3031 - 3041 SEDGEWICK ST NW,20590801,TILDEN GARDENS INC,,,,3,,
South Cathedral Mansions,,2900 Connecticut Ave NW,Washington,District of Columbia,DC,20008,,,172565,,,2013,,,,,,,,,,2900 CONNECTICUT AV NW,21060106,DISTRICT INTOWN PROPERTIES LP,,,,3,,
Woodley Park Towers,,2737 Devonshire Pl NW,Washington,District of Columbia,DC,20008,,,197061,,,2013,,,,,,,,,,2737 DEVONSHIRE PL NW,21061084,WOODLEY PARK TOWERS CONDO,,,,3,,
Hampton House,,"2700 Connecticut Avenue, NW",Washington,District of Columbia,DC,20008,,,91304,,,2013,,,,,,,,,,2700 CONNECTICUT AV NW,21080040,2700 CONECTICUT AVENUE LLC,,,,3,,
Shoreham West Coop,,2502 Calvert St NW,Washington,District of Columbia,DC,20008,,,223683,,,2013,,,,,,,,,,2502 CALVERT ST NW,21380811,SHOREHAM WEST COOPERATIVE APARTMENTS INC,,,,3,,
2701 Connecticut,,2701 Connecticut Av NW,Washington,District of Columbia,DC,20008,,,94602,,,2013,,,,,,,,,,2701 CONNECTICUT AV NW,22080062,ALONZO O BLISS PROPERTY,,,,3,,
2807 Connecticut ave,,2807 Connecticut Ave NW,Washington,District of Columbia,DC,20008,,,53088,,,2013,,,,,,,,,,2807 CONNECTICUT AV NW,22080810,LMG 2807 LLC,,,,3,,
Carlton Condo,,2829 Connecticut Ave NW,Washington,District of Columbia,DC,20008,,,60518,,,2013,,,,,,,,,,2829 CONNECTICUT AVE NW,22081088,CARLTON TOWERS CONDOMINIUM,,,,1,,
Woodley Plaza Condominium,,2725 Connecticut Ave. NW,Washington,District of Columbia,DC,20008,,,66780,,,2013,,,,,,,,,,2725 CONNECTICUT AVE NW,22081089,WOODLEY PLAZA CONDOMINIUM,,,,1,,
Connecticut Plaza,,2301 Cathedral Ave NW,Washington,District of Columbia,DC,20008,,,51541,,,2013,,,,,,,,,,2301 CATHEDRAL AV NW,22100001,CATHCONN ASSOCIATES LP,,,,3,,
Connecticut Plaza,,2331 Cathedral Ave. NW,Washington,District of Columbia,DC,20008,,,54786,,,2013,,,,,,,,,,2331 CATHEDRAL AV NW,22100007,CATHCONN ASSOCIATES LP,,,,3,,
Connecticut Plaza,,2901 Connecticut Ave NW,Washington,District of Columbia,DC,20008,,,69329,,,2013,,,,,,,,,,2901 CONNECTICUT AV NW,22100010,CATHCONN ASSOCIATES LP,,,,3,,
Connecticut Plaza,,2915 Connecticut Ave. NW,Washington,District of Columbia,DC,20008,,,60596,,,2013,,,,,,,,,,2915 CONNECTICUT AV NW,22100011,CATHCONN ASSOCIATES LP,,,,3,,
Wilshire Park Condominiums,,3701 Connecticut Avenue NW,Washington,District of Columbia,DC,20008,,,134705,,,2013,,,,,,,,,,3701 CONNECTICUT AVE NW,22261096,WILTSHIRE CONDOMINIUM,,,,3,,
Tilden Hall,,3945 Connecticut Ave. NW,Washington,District of Columbia,DC,20008,,,70550,,,2013,,,,,,,,,,3945 CONNECTICUT AV NW,22340001,TILDEN HALL CORP,,,,3,,
3901 Connecticut Ave. Condominium,,3901 Connecticut Ave NW,Washington,District of Columbia,DC,20008,,,85154,,,2013,,,,,,,,,,3901 CONNECTICUT AVE NW,22341303,3901 CONNECTICUT AVE CONDO,,,,3,,
St John's College High School,,2607 Military Rd NW,Washington,District of Columbia,DC,20015,,,265085,,,2013,,,,,,,,,,2607 MILITARY RD NW,23080805,SAINT JOHNS COLLEGE INC,,,,4,,
2540 Massachusetts Av,,2540 Massachusetts Av NW,Washington,District of Columbia,DC,20008,,,83663,,,2013,,,,,,,,,,2540 MASSACHUSETTS AV,25000088,2540 MASSACHUSETTS AVENUE NW INC,,,,2,,
2100 Connecticut Ave,,"2100 Connecticut Ave, NW",Washington,District of Columbia,DC,20008,,,76594,,,2013,,,,,,,,,,2100 CONNECTICUT AV NW,25270837,COLUMBIA REALTY VENTURE LLC,,,,2,,
THE DRESDEN CONDOMINIUM,,2126 CONNECTICUT AVE NW,Washington,District of Columbia,DC,20008,,,90762,,,2013,,,,,,,,,,2126 CONNECTICUT AVE NW,25271099,THE DRESDEN CONDOMINIUM,,,,2,,
The William Penn Apartments,,"2231 California Street, NW",Washington,District of Columbia,DC,20008,,,65514,,,2013,,,,,,,,,,2231 CALIFORNIA ST NW,25280891,WILLIAM PENNSYLVANIA LTD,,,,2,,
The Brighton Condominium,,2123 California St NW,Washington,District of Columbia,DC,20008,,,61127,,,2013,,,,,,,,,,2123 CALIFORNIA ST NW,25281101,THE BRIGHTON CONDOMINIUM,,,,2,,
Le Bourget,,"2127 California St., NW",Washington,District of Columbia,DC,,,,54144,,,2013,,,,,,,,,,2127 CALIFORNIA ST NW,25281103,THE LEBOURGET CONDOMINIUM,,,,2,,
Our Lady Queen of the Americas,,"2200 California St, NW",Washington,District of Columbia,DC,20008,,,89326,,,2013,,,,,,,,,,2200 CALIFORNIA ST NW,25290305,ROMAN CATHOLIC ARCHBISHOP OF WASHINGTON,,,,2,,
The Sanford Condominium (Saint Nicholas Condominium),,"2230 California Street, NW",Washington,District of Columbia,DC,20008,,,59312,,,2013,,,,,,,,,,2230 CALIFORNIA ST NW,25291109,THE SANFORD CONDOMINIUM,,,,2,,
2029 Conn Ave Condominium,,"2029 CONNECTICUT AVE NW, WASHINGTON, DC 20008",Washington,District of Columbia,DC,20008,,,73652,,,2013,,,,,,,,,,2029 CONNECTICUT AVE NW,25361117,2029 CONNECTICUT AVE CONDO,,,,1,,
Mendota Apts.,,2220 20th Street NW,Washington,District of Columbia,DC,20009,,,87737,,,2013,,,,,,,,,,2220 20TH ST NW,25370153,MENDOTA APARTMENTS INC,,,,1,,
2101 Connecticut Ave Coop,,2101 Connecticut Ave,Washington,District of Columbia,DC,20008,,,236646,,,2013,,,,,,,,,,2101 - 2201 CONNECTICUT AV NW,25370300,2101 CONNECTICUT AVENUE,,,,1,,
Shawmut,,2200 19th Street NW,Washington,District of Columbia,DC,20009,,,73188,,,2013,,,,,,,,,,2200 19TH ST NW,25380803,F G H ASSOCIATES,,,,1,,
1901 Wyoming Avenue NW,,1901 Wyoming Avenue NW,Washington,District of Columbia,DC,20009,,,71791,,,2013,,,,,,,,,,1901 WYOMING AV NW,25380806,1901 WYOMING AVENUE COOPERATIVE,,,,1,,
The Policy,,1921 Kalorama Road NW,Washington,District of Columbia,DC,20009,,,68079,,,2013,,,,,,,,,,1921 KALORAMA RD NW,25390300,"WRF 1921 KALORAMA RD, LP",,,,1,,
Connecticut Gardens,,1915 Kalorama Rd NW,Washington,District of Columbia,DC,20009,,,68453,,,2013,,,,,,,,,,1915 KALORAMA RD NW,25390820,COLUMBIA REALTY VENTURE LLC,,,,1,,
The Woodward,,2311 Connecticut Avenue,Washington,District of Columbia,DC,20008,,,57223,,,2013,,,,,,,,,,2311 CONNECTICUT AVE NW,25411131,THE WOODLAND CONDOMINIUM,,,,1,,
Melwood,,1803 Biltmore St NW,Washington,District of Columbia,DC,20009,,,81056,,,2013,,,,,,,,,,1803 BILTMORE ST NW,25480819,COLUMBIA REALTY VENTURE LLC,,,,1,,
1841 Columbia Road,,1841 Columbia Road NW,Washington,District of Columbia,DC,20009,,,120650,,,2013,,,,,,,,,,1841 COLUMBIA RD NW,25490877,UIP 1841 COLUMBIA ROAD LLC,,,,1,,
Norwood,,1868 Columbia Rd NW,Washington,District of Columbia,DC,20009,,,78600,,,2013,,,,,,,,,,1868 COLUMBIA RD NW,25520812,ALONZO O BLISS PROPERTY,,,,1,,
1870 Wyoming Co-Op,,1870 Wyoming Av NW,Washington,District of Columbia,DC,20009,,,63712,,,2013,,,,,,,,,,1870 WYOMING AV NW,25540014,1870 WYOMING AVENUE NW INC,,,,1,,
Lofts at Adams Morgan Condominiums - Whole Building,,2328 Champlain Street NW,Washington,District of Columbia,DC,20009,,,63767,,,2013,,,,,,,,,,2328 CHAMPLAIN ST NW,25601493,THE LOFTS @ ADAMS MORGAN CONDO,,,,1,,
Cortland,,1756-60 Euclid St NW,Washington,District of Columbia,DC,20009,,,66417,,,2013,,,,,,,,,,1756 - 1760 EUCLID ST NW,25630865,ALONZO O BLISS PROPERTY,,,,1,,
Adams Row Condominiums - Whole Community,,2301 Champlain Street NW,Washington,District of Columbia,DC,20009,,,62648,,,2013,,,,,,,,,,2301 CHAMPLAIN ST NW,25631613,ADAMS ROW CONDO RESIDENCES,,,,1,,
Beverly Court,,1736 Columbia Rd NW,Washington,District of Columbia,DC,20009,,,74072,,,2013,,,,,,,,,,1736 COLUMBIA RD NW,25650804,BEVERLY COURT COOPERATIVE,,,,1,,
Diplomat,,2420 16th St NW,Washington,District of Columbia,DC,20009,,,65258,,,2013,,,,,,,,,,2420 16TH ST NW,25710960,BDC DIPLOMAT LLC,,,,1,,
Park Tower,,2440 16th Street NW,Washington,District of Columbia,DC,20009,,,68627,,,2013,,,,,,,,,,2440 16TH ST NW,25711211,THE PARK TOWER CONDO,,,,1,,
The Century,,2651 16th Street NW,Washington,District of Columbia,DC,20009,,,77367,,,2013,,,,,,,,,,2651 16TH ST NW,25740829,GWC DISTRICT RESIDENTIAL LLC,,,,1,,
Ritz,,1631 Euclid St. NW,Washington,District of Columbia,DC,20009,,,59772,,,2013,,,,,,,,,,1631 EUCLID ST NW,25760063,JUBILEE HOUSING LIMITED PARTNERSHIP,,,,1,,
Park Crescent,,"2901 18th Street, NW",Washington,District of Columbia,DC,20009,,,81080,,,2013,,,,,,,,,,2901 18TH ST NW,25820826,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION,,,,1,,
2800 Ontario Rd NW,,2800 Ontario Rd NW,Washington,District of Columbia,DC,20009,,,59353,,,2013,,,,,,,,,,2800 ONTARIO RD NW,25830463,NATIONAL SAVINGS & TRUST COMPANY,,,,1,,
1820 Clydesdale Cooperative,,1820 Clydesdale Pl NW,Washington,District of Columbia,DC,20009,,,55350,,,2013,,,,,,,,,,1820 CLYDESDALE PL NW,25840827,1820 CLYDESDALE COOPERATIVE INC,,,,1,,
3025 Ontario Road INC,,"3025 Ontario Road, N.W.",Washington,District of Columbia,DC,20009,,,54862,,,2013,,,,,,,,,,3025 ONTARIO RD NW,25860812,3025 ONTARIO ROAD INC,,,,1,,
Park Ellison Apartments,,1700 Harvard St NW,Washington,District of Columbia,DC,20009,,,86709,,,2013,,,,,,,,,,1700 HARVARD ST NW,25890477,GELMAN ESTELLE S GODSTEIN MARTIN & ETAL,,,,1,,
Plaza West Cooperative Association Inc,,1669 Columbia Road NW,Washington,District of Columbia,DC,20009,,,52022,,,2013,,,,,,,,,,1669 COLUMBIA RD NW,25890800,PLAZA WEST COOPERATIVE & DISTRICT OF COLUMBIA,,,,1,,
Park Terrace,,"1660 Lanier Place, NW",Washington,District of Columbia,DC,20009,,,70831,,,2013,,,,,,,,,,1660 LANIER PL NW,25890828,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION,,,,1,,
Embassy Condominium,,"1613 Harvard Street, N.W.",Washington,District of Columbia,DC,20010,,,67964,,,2013,,,,,,,,,,1613 HARVARD STREET NW,25911367,EMBASSY CONDO,,,,1,,
Park Regent Apartments,,1701 Park RD NW,Washington,District of Columbia,DC,20010,,,64410,,,2013,,,,,,,,,,1701 PARK RD NW,26120651,PARK REGENT LLC,,,,1,,
Park Pleasant Apartments,,"3322 Mount Pleasant Street, NW",Washington,District of Columbia,DC,20010,,,51428,,,2013,,,,,,,,,,3322 MOUNT PLEASANT ST NW,26120677,MT PLEASANT ASSOCIATES LLC,,,,1,,
Stoddard Baptist Nursing Home,,1818 Newton Street NW,Washington,District of Columbia,DC,20010,,,63886,,,2013,,,,,,,,,,1818 NEWTON ST NW,26150098,STODDARD BAPTIST HOME INC,,,,1,,
"3420 16th St, (Northbrook I)",,3420 16th St NW,Washington,District of Columbia,DC,20010,,,51069,,,2013,,,,,,,,,,3420 16TH ST NW,26221233,NORTHBROOK CONDO I,,,,1,,
Northbrook II Condominium,,3426 16th Street  N W,Washington,District of Columbia,DC,20010,,,61155,,,2013,,,,,,,,,,3426 16TH ST NW,26221234,NORTHBROOK CONDO II,,,,1,,
Oaklawn Terrace Apartments,,3620 16th Street NW,Washington,District of Columbia,DC,20010,,,94292,,,2013,,,,,,,,,,3620 16TH ST NW,26240828,VAN METRE OAKLAWN TERRACE APARTMENTS L L C,,,,1,,
19TH St Baptist Church,,4606 16th St NW,Washington,District of Columbia,DC,20011,,,80976,,,2013,,,,,,,,,,4606 16TH ST NW,26520805,NINETEENTH STREET BAPTIST CHURCH,,,,4,,
Adams-Garden Towers,,2325 15th Street NW,Washington,District of Columbia,DC,20009,,,54613,,,2013,,,,,,,,,,2325 15TH ST NW,26610862,ADAMS GARDEN TOWERS LLC,,,,1,,
Fedora Condominiums - Whole Building,,1451 Belmont Street NW,Washington,District of Columbia,DC,20009,,,93388,,,2013,,,,,,,,,,1451 BELMONT ST NW,26611714,THE FEDORA CONDOMINIUM,,,,1,,
Meridian Park,,2445 15th Street NW,Washington,District of Columbia,DC,20009,,,63023,,,2013,,,,,,,,,,2445 15TH ST,26630845,THE DUNKIN-MAXWELL COMPANY,,,,1,,
Fairmont Apartments,,1400 Fairmont Street NW,Washington,District of Columbia,DC,20009,,,84180,,,2013,,,,,,,,,,1400 FAIRMONT ST NW,26650042,NEW FAIRMONT L.P.,,,,1,,
Hilltop House,,1475 Euclid St NW,Washington,District of Columbia,DC,20009,,,64536,,,2013,,,,,,,,,,1475 EUCLID ST NW,26660832,1475 EUCLID STREET NW ASSOCIATES,,,,1,,
New Fairmont,,1401 Fairmont Street NW,Washington,District of Columbia,DC,20009,,,89530,,,2013,,,,,,,,,,1401 FAIRMONT ST NW,26670062,NEW FAIRMONT L.P.,,,,1,,
Claypoole Courts,,1408 Girard St NW,Washington,District of Columbia,DC,20009,,,71013,,,2013,,,,,,,,,,1408 - 1432 GIRARD ST NW,26670847,PARCEL FIVE ASSOCIATES,,,,1,,
Centronia,,1420 Columbia Rd. NW,Washington,District of Columbia,DC,20009,,,86675,,,2013,,,,,,,,,,1420 COLUMBIA RD NW,26700835,"CENTRONIA, INC",,,,1,,
The Clairborne Condominium,,3033 16th St NW,Washington,District of Columbia,DC,20009,,,69723,,,2013,,,,,,,,,,3033 16TH ST NW,26711055,CLAIBORNE COOPERATIVE ASSOCIATION INC,,,,1,,
Urban Village,,3403 16th St NW,Washington,District of Columbia,DC,20010,,,69263,,,2013,,,,,,,,,,1500 MERIDIAN PL NW,26810799,"UV, LP",,,,1,,
"1445 Otis Place, NW",,"1445 Otis Place, NW",Washington,District of Columbia,DC,20010,,,90652,,,2013,,,,,,,,,,1445 OTIS PL NW,26880107,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION,,,,1,,
"1445 Ogden Street, NW",,"1445 Ogden Street, NW",Washington,District of Columbia,DC,20010,,,90652,,,2013,,,,,,,,,,1445 OGDEN ST NW,26880805,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION,,,,1,,
Twin Oaks,,3800-02 14th Street NW,Washington,District of Columbia,DC,20011,,,97377,,,2013,,,,,,,,,,3800 14TH ST NW,26930042,TWIN OAKS LLC,,,,4,,
