Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),PARCEL_ID,Years Reported,Total Source Energy (kBTU),Source EUI (kBTU/sf),2030 Target by Type,Distance to 2030 Target %,Distance to 2030 Target val,Specific Property Type,,,
Presentation Realty,Yes,Office,17 Electric Avenue,02135,8324,Not Available,Not Available,,Office,1950,0,0,Not Available,,,,13.5,,2202671010,2016,#VALUE!,#VALUE!,,0,-24.400328,Office,,,
Prudential Tower,Yes,Office,800 Boylston Street,02199,1518646,112,60,,Office Parking,1965,14189.7,9.3,170020462,0.57,0.03,0.4,13.4,,0401037100,2014 2015 2016,391268089.2,257.642722,101.6,0.605655,156.042722,Office,,,
Queensberry Court Condominium,Yes,Residential,62-66 Queensberry St,02215,48000,95.6,82,,Multifamily Housing,1920,278.7,5.8,4589062,0.17,0.83,,45.1,,504283000,2015 2016,6449008.829,134.3543506,101.6,0.243791,32.754351,Multifamily Housing,,,
Queensberry Street Garage,Yes,Warehouse and Storage,59-75 queensberry street,02215,50600,3.9,Not Available,,Parking,1920,19.3,0.4,199212,1,,,1.2,,0504294000,2014 2016,625525.68,12.36216759,101.6,0,-89.237832,Parking,,,
QUINCY,Municipal,Education,885 Washington St.,02111,212079,67.9,50,,K-12 School,1976,1037.6,4.9,14390775,0.44,0.56,,,,Not Available,2016,28344071.23,133.6486462,101.6,0.239798,32.048646,K-12 School,,,
QUINCY CHURCH,Municipal,Education,20 Church St.,02116,17640,46.5,96,,K-12 School,1999,56.5,3.2,819771,0.36,0.64,,,,Not Available,2016,1477555.25,83.76163551,101.6,0,-17.838364,K-12 School,,,
Quincy Geneva II,Yes,Residential,122 Devon Street,02121,80641,144.7,9,,Multifamily Housing,1910,705.8,8.8,11665080,0.17,0.83,,97.1,,1400314000 1400367020 1400367021 1400367022 1400367023 1400367023 1400367024 1400367025 1400367026 1400540000 1400541000 1400542000 1400543000 14005460001 400547000 1400548000 1400562000 1400562000,2015 2016,16392936.92,203.2829073,101.6,0.500204,101.682907,Multifamily Housing,,,
QUINCY MODULARS,Municipal,Education,900 Washington St.,02111,16960,44.6,94,,K-12 School,2000,56.5,3.3,756865,0.49,0.51,,,,Not Available,2016,1569812.867,92.55972092,101.6,0,-9.040279,K-12 School,,,
Quincy Towers,Yes,Residential,Quincy Tower,02111,123197,71.1,92,,Multifamily Housing,1900,524,4.3,8754450,0.15,0.85,,70.1,,0305550000,2015 2016,11936692.58,96.89109779,101.6,0,-4.708902,Multifamily Housing,,,
Radian,Yes,Residential,120 Kingston,02111,231000,51.2,57,,Multifamily Housing,2014,996.6,4.3,11825188,0.71,0.29,,22.1,,0304308000,2016,29963843.87,129.7136098,25.4,0.804184,104.31361,Multifamily Housing,,,
Ramada Boston,Yes,Residential,800 Morrissey Blvd,02122,59200,109.6,21,,Hotel,1972,513.7,8.7,6489086,0.6,0.4,,81.9,,1602588000,2014 2015 2016,14950854.14,252.5482119,101.6,0.597701,150.948212,Hotel,,,
RAP-UP I,Yes,Unknown,530 Warren Street,02121,Not Available,Not Available,Not Available,,,1900,0,Not Available,Not Available,,,,,,Not Available,2016,#VALUE!,#VALUE!,,0,150.948212,Not Available,,,
Readville,Yes,Warehouse and Storage,Sprague Street,02136,41250,6.9,99,,Distribution Center,1950,19,0.5,286535,0.3,0.7,,,,Not Available,2016,480519.195,11.64895018,101.6,0,-89.95105,Distribution Center,,,
Regency Building 1455,Yes,Residential,1455,02135,103000,Not Available,Not Available,,Multifamily Housing Parking,1968,Not Available,Not Available,Not Available,,,,28.8,,01829-000,2015 2016,#VALUE!,#VALUE!,,0,-89.95105,Multifamily Housing,,,
Regina Cleri,Yes,Public Assembly,60 Wm. Cardinal O'Connell Way,02114,63723,91.6,70,,Senior Care Community,1964,381.5,6,5838301,0.28,0.72,,34.9,,0300618000,2015 2016,9546789.795,149.8170173,101.6,0.321839,48.217017,Senior Care Community,,,
Renaissance Park,Yes,Office,1135 Tremont Street,02120,157421,84.7,96,,Data Center Office,1993,1122.5,7.1,13330766,0.71,0.29,,15.5,,0902704020,2014 2015 2016,33778826.95,214.5763713,101.6,0.526509,112.976371,Office,,,
Renaissance Park Garage LLC,Yes,Other,1125 Tremont St,02120,319764,5.5,Not Available,,Other,2001,169.5,0.5,1752201,1,,,0,,0901352010,2014 2015 2016,5501911.14,17.20616186,101.6,0,-84.393838,Other,,,
Reservoir Towers: Reservoir Towers,Yes,Residential,1925 Commonwealth Avenue,02135,225370,83.8,40,,Multifamily Housing,1978,1271.6,5.6,18896908,0.32,0.68,,70.5,,2102474000,2015 2016,32480005.47,144.1185849,101.6,0.295025,42.518585,Multifamily Housing,,,
Residence Hall,Yes,Education,33 Gainsborough Street,02115,54000,134.2,Not Available,,College/University,1956,444.6,8.2,7248211,0.19,0.81,,29.4,,Not Available,2016,10488885.7,194.2386241,195.2,0,-0.961376,College/University,,,
Residences at Copley Place The,Yes,Residential,16 Harcourt Street,02115,157450,36,60,,Multifamily Housing,1900,548.5,3.5,5669093,1,,,23.2,,0400985010,2015 2016,17800952.02,113.057809,,0,-0.961376,Multifamily Housing,,,
Revere Hotel,Yes,Office,200 Stuart Street,02116,389160,94.9,Not Available,,Hotel Parking Restaurant,2010,3053.9,7.8,36938624,0.61,0.17,0.23,33.9,,500135000,2014 2015 2016,87540845.02,224.948209,25.4,0.887085,199.548209,Mixed Use Property,,,
Ridgeway Building,Yes,Education,148 Cambridge Street,02108,46790,116.4,Not Available,,College/University,1989,363.1,7.8,5445081,0.31,0.69,,11.8,,Not Available,2016,9245203.03,197.5892932,195.2,0.012092,2.389293,College/University,,,
Riley House: 39 Maple Avenue,Yes,Residential,39 Maple Avenue,02136,46834,68.9,31,,Multifamily Housing,2000,213.2,4.6,3227962,0.3,0.7,,24.8,,1809143010,2015 2016,5413292.609,115.5846737,101.6,0.120991,13.984674,Multifamily Housing,,,
River House Condo Trust,Yes,Residential,3000 Davenport Avenue Suite 201,02021,178000,52.5,96,,Multifamily Housing,1900,605.2,3.4,9347146,0.27,0.73,,31.3,,0502442001,2015 2016,15089097.79,84.77021229,101.6,0,-16.829788,Multifamily Housing,,,
Riverway House,Yes,Residential,160-162 Riverway,02215,36940,52.3,88,,Residence Hall/Dormitory,1910,140.4,3.8,1933791,0.45,0.55,,3.4,,0402000000,2015 2016,3849210.986,104.2017051,101.6,0.024968,2.601705,Residence Hall/Dormitory,,,
Riverway Plaza,Yes,Mercentile,75 Federal Street 4th Floor,02110,62000,4.6,Not Available,,Parking Strip Mall,1980,26.2,0.4,287535,0.87,0.13,,19.9,,1704030000,2014 2015 2016,824736.6405,13.30220388,197.6,0,-184.297796,Strip Mall,,,
Riverway Square Condominium,Yes,Residential,even only 114-122 Riverway,02215,64400,116.5,52,,Multifamily Housing,1920,439.7,6.8,7502066,0.13,0.87,,27.8,,402005000,2015 2016,9915480.632,153.9670906,101.6,0.340119,52.367091,Multifamily Housing,,,
Road Scholar,Yes,Office,11 Avenue de Lafayette,02111,60000,52.3,84,,Office,1892,303.6,5.1,3140400,1,0,,12,,Not Available,2015 2016,9860856.314,164.3476052,101.6,0.381798,62.747605,Office,,,
Roche Community Center,Municipal,Public Assembly,1716 CENTRE ST,02132,18600,78.9,Not Available,,Social/Meeting Hall,2000,98.1,5.3,1467971,0.31,0.69,,,,Not Available,2016,2492467.791,134.0036447,56.8,0.576131,77.203645,Social/Meeting Hall,,,
Rock Center,Yes,Office,60 North Harvard Street,02163,27782,87,58,,Office,1969,191.6,6.9,2416463,0.42,,0.58,21.8,,2200530000,2014 2015 2016,4868689.652,175.2461901,101.6,0.420244,73.64619,Office,,,
Rockingham Glen,Yes,Residential,30 Rockingham Ave.,02132,142900,67.5,83,,Multifamily Housing Parking,1974,621.1,4.3,9642844,0.26,0.74,,32,,2003041000,2015 2016,15364907.63,107.5220968,101.6,0.055078,5.922097,Multifamily Housing,,,
ROGERS,Municipal,Education,15 Everett St,02136,108832,54.3,96,,K-12 School,1902,338,3.1,5913990,0.09,0.91,,,,Not Available,2016,7322110.648,67.27902315,101.6,0,-34.320977,K-12 School,,,
Rollins Square,Yes,Residential,2 Rollins Street,02118,399507,52,90,,Multifamily Housing Retail Store,2003,1386.5,3.5,20782119,0.31,0.69,,23.8,,0306455010,2015 2016,35285959.17,88.32375696,25.4,0.712422,62.923757,Multifamily Housing,,,
ROOSEVELT,Municipal,Education,95 Needham Rd.,02136,40268,71.7,87,,K-12 School,1967,174.6,4.3,2886007,0.17,0.83,,,,Not Available,2016,4055705.216,100.717821,101.6,0,-0.882179,K-12 School,,,
Roslindale Branch,Municipal,Public Assembly,4246 Washington St,02131,13600,72.7,Not Available,,Library,2000,67.1,4.9,988413,0.34,0.66,,,,Not Available,2016,1740199.048,127.9558123,196.8,0,-68.844188,Library,,,
Roslindale Community Center,Municipal,Public Assembly,6 Cummins Highway,02131,36960,76.2,Not Available,,Social/Meeting Hall,2000,195.5,5.3,2817050,0.37,0.63,,,,Not Available,2016,5136327.447,138.9698985,56.8,0.591278,82.169898,Social/Meeting Hall,,,
Roslindale Senior Housing Corp.,Yes,Residential,120 Poplar Street ,02131,58153,152.7,Not Available,,Other - Lodging/Residential,1987,595.5,10.2,8878911,0.32,0.68,,53.1,,Not Available,2015 2016,15261072.23,262.4296636,130.4,0.503105,132.029664,Other - Lodging/Residential,,,
Roxbury Corners,Yes,Residential,1801 Washington Street,02118,88733,62,97,,Multifamily Housing Parking,1991,327,3.7,5504052,0.14,0.86,,54,,0900881000 0900882000 0900883000 0901180010,2015 2016,7389740.215,83.28063083,101.6,0,-18.319369,Multifamily Housing,,,
Roxbury Home for Aged,Yes,Public Assembly,1205 Centre Street ,02132,72254,138.3,9,,Senior Care Community,2006,610.8,8.5,9989783,0.18,0.82,,37.3,,2003597001,2015 2016,14247428.51,197.1853256,25.4,0.871187,171.785326,Senior Care Community,,,
Roxse Homes,Yes,Residential,1030 Tremont Street,02120,152000,82,96,,Multifamily Housing,1974,779.3,5.1,12468345,0.22,0.78,,69.2,,902000010,2015 2016,18824707.88,123.8467624,101.6,0.179631,22.246762,Multifamily Housing,,,
Roxse Homes - 10 - 70 Kendall,Yes,Residential,10 Kendall Street,02118,89000,155.1,9,,Multifamily Housing,1974,820.3,9.2,13807961,0.14,0.86,,119.4,,0901580000,2015 2016,18538567.9,208.2985157,101.6,0.512238,106.698516,Multifamily Housing,,,
RubensteinBurstein Campus,Yes,Education,454-458-460 Huntington Avenue,02115,81306,67.6,Not Available,,College/University,1926,341,4.2,5493067,0.21,0.79,,36.8,,Not Available,2014 2015 2016,8178627.456,100.5907,,0,106.698516,College/University,,,
RUSSELL,Municipal,Education,750 Columbia Rd.,02125,53585,88.3,77,,K-12 School,1903,273.4,5.1,4731422,0.11,0.89,,,,Not Available,2016,6055747.146,113.0119837,101.6,0.10098,11.411984,K-12 School,,,
SAA,Yes,Residential,249 A Street,02210,72000,14.2,100,,Multifamily Housing,1983,98.9,1.4,1022258,1,,,13,,0602752000,2015 2016,3209890.12,44.58180722,101.6,0,-57.018193,Multifamily Housing,,,
Sackler Center,Yes,Education,145 Harrison Avenue,02111,133787,164.7,Not Available,,College/University,1986,1788.6,13.4,22037933,0.49,,0.51,14.8,,0305371000,2014 2015 2016,47394778.71,354.255486,195.2,0.448985,159.055486,College/University,,,
Saint Botolph,Yes,Residential,150 Saint Botolph Street,02115,102004,84.8,46,,Multifamily Housing,1920,555,5.4,8648389,0.25,0.75,,54.3,,0402385000,2016,13599591.7,133.324102,101.6,0.237947,31.724102,Multifamily Housing,,,
Saint Francis House Inc,Yes,Office,39 Boylston St. ,02116,100000,64,Not Available,,Office Other,1900,447.9,4.5,6403012,0.39,0.61,,31.1,,Not Available,2014 2016,11942258.05,119.4225805,101.6,0.14924,17.82258,Mixed Use Property,,,
San Marco/Lincoln Wharf Condominium Trust: Lincoln Wharf,Yes,Residential,357 Commercial Street,02109,230000,42.4,92,,Multifamily Housing,1987,857.3,3.7,9746105,0.61,,,32.4,,0303039000,2015 2016,18667689.52,81.16386747,101.6,0,-20.436133,Multifamily Housing,,,
Sargent Hall,Yes,Other,120 Tremont Street,02108,287358,64.9,Not Available,,Other,1996,1786.9,6.2,18635836,0.98,0.02,,18.9,,Not Available,2014 2016,57737547.1,200.9254905,101.6,0.49434,99.32549,Other,,,
Sasha LP,Yes,Warehouse and Storage,100 Southampton St,02118,50880,29.6,Not Available,,Self-Storage Facility,1984,96.5,1.9,1505536,0.25,0.75,,1.7,,01027050,2016,2367455.989,46.53018846,22.4,0.518592,24.130188,Self-Storage Facility,,,
Savin Hill Apartments,Yes,Residential,130 Auckland Street,02125,141325,56.2,92,,Multifamily Housing Parking,1982,505.6,3.6,7948575,0.24,0.76,,35.8,,1503123000,2015 2016,12333008.97,87.26700138,101.6,0,-14.332999,Multifamily Housing,,,
Sawyer Building,Yes,Office,8 Ashburton Place,02108,149634,70.1,Not Available,,Data Center Office,1920,943.7,6.3,10494722,0.84,0.16,,16.3,,Not Available,2014 2016,29443992.04,196.7734074,101.6,0.48367,95.173407,Office,,,
School,Yes,Education,197 Center Street,021242339,37680,5.6,Not Available,,Other - Education,1925,20.2,0.5,211058,0.97,0.03,,5.8,,Not Available,2016,649488.7834,17.23696347,101.6,0,-84.363037,Other - Education,,,
School House Apartments - Brookledge Cummins,Yes,Residential,20 Hutchings Street,02121,57000,62.2,90,,Multifamily Housing,2008,206.4,3.6,3546209,0.12,0.88,,34.6,,1202311000,2015 2016,4612908.277,80.92821539,25.4,0.686142,55.528215,Multifamily Housing,,,
School of Dental Medicine,Yes,Office,188 Longwood Ave,02115,40251,205.1,12,,Medical Office,1909,582.1,14.5,8255295,0.25,0,0.48,28.6,,0401882000,2015 2016,11235456.5,279.1348412,101.6,0.636018,177.534841,Medical Office,,,
School Of Management and Academic Building,Yes,Warehouse and Storage,300R The Fenway,02115,66500,264.7,Not Available,,College/University Office Parking,2009,1462,22,17604293,0.69,0.31,,4,,0401842000,2014 2015 2016,43871658.59,659.7241893,25.4,0.961499,634.324189,Parking,,,
School of the Museum of Fine Arts,Yes,Education,230 The Fenway,02115,110000,43.3,Not Available,,Other - Education,1987,436.2,4,4763488,0.88,0.12,,10.4,,0401806000,2014 2016,13762669.53,125.1151775,101.6,0.187948,23.515177,Other - Education,,,
Schoolhouse at Lower Mills,Yes,Residential,40 River Street,02126,53065,17.2,Not Available,,Multifamily Housing Parking,2008,88.1,1.7,911008,1,,,46.4,,Not Available,2015 2016,2860565.12,53.90681466,25.4,0.528817,28.506815,Multifamily Housing,,,
Schraffts Center,Yes,Office,529 Main Street,02129,609636,60.1,85,,Office Parking,1928,3225.2,5.3,36667420,0.8,0.2,,1480.8,,0201829000 0201829002,2014 2015 2016,99808717.24,163.7185423,101.6,0.379423,62.118542,Office,,,
Seaport Center,Yes,Office,70 Fargo Street,02210,474728,106.2,Not Available,,Data Center Office Parking,1905,4876.4,10.3,50404228,1,,,10.2,,0602825000,2014 2015 2016,158269275.9,333.3893849,101.6,0.695251,231.789385,Office,,,
Seaport Lofts at 437 D St Condominium,Yes,Residential,437 D Street,02210,13146,Not Available,Not Available,,Multifamily Housing,1996,Not Available,0,Not Available,,,,,,0602833000,2014 2015 2016,#VALUE!,#VALUE!,,0,231.789385,Multifamily Housing,,,
Sears Crescent Building,Yes,Office,100 City Hall Plaza,02108,50300,116.8,Not Available,,Office Other Retail Store,1816,467.6,9.3,5874390,0.61,0.39,,15.7,,0302897000,2016,13657368.61,271.5182627,101.6,0.625808,169.918263,Office,,,
Seeley Mudd,Yes,Office,250 Longwood,02115,91622,486.9,Not Available,,Laboratory,1977,3133.6,34.2,44614199,0.24,0,0.51,34.9,,0401882000,2014 2015 2016,60925150.15,664.9620195,101.6,0.847209,563.36202,Laboratory,,,
SFH-48 Boylston St. LLC,Yes,Other,48 Boylston St. ,02116,85000,18.1,Not Available,,Other,1875,97.1,1.1,1535396,0.23,0.77,,0.2,,Not Available,2016,2350231.116,27.64977784,101.6,0,-73.950222,Other,,,
SFR Holdings LLC,Yes,Office,1550 Soldiers Field Road,02135,44800,28.8,Not Available,,Office,1955,124.8,2.8,1290378,1,,,5.2,,Not Available,2016,4051785.35,90.44163728,101.6,0,-11.158363,Office,,,
Shad Hall,Yes,Office,70 North Harvard Street,02163,132424,129.8,Not Available,,Data Center Office Other - Recreation,1990,1327.4,10,17194649,0.5,0.33,0.17,15.3,24449,2200530000,2014 2015 2016,4.20E+11,324.5,101.6,0.999968,3.17E+06,Mixed Use Property,,,
Shapiro Cardiovascular Center,Yes,Health,70 Francis Street,02115,436096,418.2,1,,Hospital (General Medical & Surgical),2008,12603.5,28.9,182392589,0.4,0,0.6,73.7,,1000247010,2015 2016,360407754.9,826.4415118,25.4,0.969266,801.041512,Hospital (General Medical & Surgical),,,
Shattuck Int�l House,Yes,Residential,203 Park Drive,02215,60077,63,90,,Multifamily Housing,1920,243.5,4.1,3784103,0.26,0.74,,36.7,,2100005010,2016,6029589.72,100.3643611,101.6,0,-1.235639,Multifamily Housing,,,
SHAW PA,Municipal,Education,429 Norfolk St.,02124,32706,41,100,,K-12 School,1919,80.8,2.5,1339452,0.16,0.84,,,,Not Available,2016,1854336.933,56.69714834,101.6,0,-44.902852,K-12 School,,,
SHAW RG,Municipal,Education,20 Mt. Vernon St.,02132,93374,58.2,92,,K-12 School,1919,326.7,3.5,5437459,0.16,0.84,,,,Not Available,2016,7527617.686,80.61792025,101.6,0,-20.98208,K-12 School,,,
Shelburne Community Center,Municipal,Public Assembly,2730 Washington St,02119,25292,157.4,Not Available,,Other - Recreation,2000,262.3,10.4,3981639,0.29,0.71,,,,Not Available,2016,6593992.679,260.7145611,80,0.693151,180.714561,Other - Recreation,,,
Sheraton Boston,Yes,Residential,39 Dalton Street,02199,1050000,108,56,,Hotel Parking Restaurant,1965,7677.7,7.3,113444899,0.33,0.67,,36,,0401037300,2014 2015 2016,197360090.8,187.9619912,101.6,0.459465,86.361991,Hotel,,,
Sherrill House,Yes,Public Assembly,135 South Huntington Avenue,02130,117770,120.1,72,,Parking Senior Care Community,1970,987.4,8.4,14139111,0.38,0.62,,39.8,,1001629000,2014 2015 2016,26075348.51,221.4090898,101.6,0.541121,119.80909,Senior Care Community,,,
Shipways Condominium,Yes,Residential,1-48 Shipway Place,02129,91379,27.6,89,,Multifamily Housing Office Parking,1984,244.4,2.7,2526299,1,,,25.4,,203515600,2015 2016,7932578.86,86.80964839,101.6,0,-14.790352,Multifamily Housing,,,
Shops at Riverwood,Yes,Service,892 River Street,02136,59039,Not Available,Not Available,,Other - Mall Parking Supermarket/Grocery,2009,Not Available,Not Available,Not Available,,,,,,Not Available,2015 2016,#VALUE!,#VALUE!,,0,-14.790352,Supermarket/Grocery Store,,,
Shore Plaza East,Yes,Residential,408-826 Border Street,02128,297154,137.6,14,,Multifamily Housing,1975,2543.5,8.6,40877485,0.21,0.79,,71.9,,0103678000,2015 2016,60862487.42,204.8179981,101.6,0.50395,103.217998,Multifamily Housing,,,
Shriners Hospitals for Children - Boston,Yes,Health,51 Blossom,02114,270000,220.2,Not Available,,Other - Specialty Hospital Parking,1999,4692.5,17.4,59444712,0.41,,0.59,24.9,,Not Available,2014 2015 2016,118615978.3,439.3184382,101.6,0.768733,337.718438,Other - Specialty Hospital,,,
Shubert Theatre,Yes,Public Assembly,263-265 Tremont Steet,02116,24622,199.1,Not Available,,Performing Arts,1910,307.7,12.5,4902146,0.22,0.78,,13.2,,Not Available,2016,7401260.031,300.5954037,101.6,0.662004,198.995404,Performing Arts,,,
Simmons Hall,Yes,Education,255 Brookline Avenue,02115,34400,95.7,Not Available,,College/University,1956,201.5,5.9,3293538,0.18,0.82,,32.9,,0402017000,2015 2016,4697243.896,136.5477877,195.2,0,-58.652212,College/University,,,
Six Beacon Street LLC,Yes,Office,6 Beacon Street,02108,90000,37.5,97,,Office,1900,286.7,3.2,3374264,0.73,0.27,,15.1,,0304695000,2014 2015 2016,8691091.785,96.5676865,,0,-58.652212,Office,,,
SMFA Mission Hill,Yes,Education,160 St Alphonsus St,01225,45000,82.3,Not Available,,Other - Education,1920,281.9,6.3,3701794,0.53,0.47,,2.8,,Not Available,2014 2016,7987360.914,177.4969092,101.6,0.427596,75.896909,Other - Education,,,
Smith Hall,Yes,Education,54 Pilgrim Road,02115,32400,118.6,Not Available,,College/University,1964,261.5,8.1,3843658,0.34,0.66,,25.6,,0402015000,2015 2016,6767144.275,208.8624776,195.2,0.065414,13.662478,College/University,,,
Smith House,Yes,Residential,757 Shawmut Avenue,02119,103792,88.6,56,,Multifamily Housing,1973,579.2,5.6,9193555,0.23,0.77,,45.4,,0902505000,2016,14072574.64,135.5843865,101.6,0.250651,33.984386,Multifamily Housing,,,
SNOWDEN,Municipal,Education,150 Newbury St.,02116,36400,49.6,89,,K-12 School,1885,130.7,3.6,1804638,0.44,0.56,,,,Not Available,2016,3554415.202,97.64876928,101.6,0,-3.951231,K-12 School,,,
Soldiers Field Park Complex (Roll-Up),Yes,Residential,111 Western Avenue,02134,453389,68.1,78,,Multifamily Housing,1976,2289.7,5.1,30868093,0.26,,0.74,29.8,,2200480000,2014 2015 2016,52611577.71,116.0407017,101.6,0.124445,14.440702,Multifamily Housing,,,
Soldiers Field Park Garage,Yes,Warehouse and Storage,111 Western Avenue,02134,270637,5.6,Not Available,,Parking,1975,146.6,0.5,1515544,1,,,,,2200480000,2014 2015 2016,4758808.16,17.58373083,101.6,0,-84.016269,Parking,,,
Somerset Condominium,Yes,Residential,400 416 418 Commonwealth Ave 429 Newbury Street,02215,155880,62.8,68,,Multifamily Housing Office,1897,833.1,5.3,9782256,0.73,0.27,,32.1,,503809000,2015 2016,25196156.78,161.6381626,101.6,1,5.04E+08,Multifamily Housing,,,
Sophine LPS,Yes,Residential,150 Huntington Avenue,02115,287281,94.5,10,,Multifamily Housing Parking,1980,2046.9,7.1,27148532,0.51,0.49,,61.8,,0400864000,2015 2016,57443578.86,199.9560669,101.6,0.491888,98.356067,Multifamily Housing,,,
South Bay Center: South Bay Center,Yes,Mercentile,8 Allstate Road,02125,572434,2.5,Not Available,,Parking Retail Store,2005,39.4,0.1,1422535,0.97,0.03,,24.9,291363,Not Available,2014 2015 2016,4.14E+11,6.25,27.8,0.999962,724035.4855,Retail Store,,,
South Boston Branch,Municipal,Public Assembly,646 East Broadway,02127,10800,77,Not Available,,Library,2000,57,5.3,831187,0.35,0.65,,,,Not Available,2016,1480760.353,137.1074401,196.8,0,-59.69256,Library,,,
south boston health center,Yes,Office,409 west broadway,02127,40000,124.7,17,,Medical Office,1885,391.9,9.8,4988744,0.58,0.42,,8.3,,0601141000,2016,11285536.68,282.1384169,101.6,0.639893,180.538417,Medical Office,,,
SOUTH BOSTON HS,Municipal,Education,95 G St.,02127,160270,98.7,51,,K-12 School,1901,918,5.7,15818864,0.11,0.89,,,,Not Available,2016,20246563.65,126.3278446,101.6,0.195743,24.727845,K-12 School,,,
South Cove Plaza: 230 Stuart Street,Yes,Residential,230 Stuart St,02116,139560,44.1,85,,Multifamily Housing,1982,482.1,3.5,6148569,0.58,0.42,,55.5,,0500800000,2015 2016,13909292.79,99.66532525,101.6,0,-1.934675,Multifamily Housing,,,
South Cove Plaza: 285 Tremont St,Yes,Residential,285 Tremont St,02116,84050,86.6,34,,Multifamily Housing,1982,484.4,5.8,7281325,0.31,0.69,,53.5,,0500066000,2015 2016,12362961.72,147.0905618,101.6,0.309269,45.490562,Multifamily Housing,,,
South End Branch,Municipal,Public Assembly,685 Tremont St,02118,11342,53.5,Not Available,,Library,2000,48.2,4.3,606404,0.61,0.39,,,,Not Available,2016,1409829.125,124.3016333,196.8,0,-72.498367,Library,,,
South Hall,Yes,Education,321 Brookline Avenue,02115,26100,102.5,Not Available,,College/University,1905,169.9,6.5,2674802,0.24,0.76,,64.8,,0402012000,2015 2016,4150222.783,159.0123672,195.2,0,-36.187633,College/University,,,
Spangler Center,Yes,Public Assembly,117 Western Ave,02163,139437,122.7,Not Available,,Other - Entertainment/Public Assembly,2000,1245.4,8.9,17115565,0.28,0.17,0.55,21.9,,2200490000,2014 2015 2016,29399406,210.8436498,71.2,0.662309,139.64365,Other - Entertainment/Public Assembly,,,
Sparrow Enterprises Ltd,Yes,Other,98r Condor Street,02128,46000,28.8,Not Available,,Manufacturing/Industrial,1986,83.9,1.8,1324964,0.23,0.77,,2.4,,Not Available,2016,2028122.395,44.08961728,101.6,0,-57.510383,Manufacturing/Industrial Plant,,,
Special Operations Fire,Municipal,Public Order and Saftey,108 Holton Street,02135,11500,271.7,Not Available,,Fire Station,2000,172.3,15,3124895,0.05,0.95,,,,Not Available,2016,3607691.624,313.7123151,101.6,0.676136,212.112315,Fire Station,,,
Special Operations Police,Municipal,Public Order and Saftey,3 Edgewood St,02119,20000,173.7,Not Available,,Police Station,2000,233.7,11.7,3473407,0.32,0.68,,,,Not Available,2016,5970092.295,298.5046148,116.8,0.608716,181.704615,Police Station,,,
SPIRE 65 BAY ST LLC,Yes,Other,65 BAY STREET,02125,75000,130.4,Not Available,,Manufacturing/Industrial,2001,916.8,12.2,9779182,0.93,0.07,,612.7,,1503130010,2014 2015 2016,29275937.15,390.3458287,101.6,0.739718,288.745829,Manufacturing/Industrial Plant,,,
Springhouse Inc,Yes,Public Assembly,44 Allandale Street ,02130,172770,133,4,,Senior Care Community,1996,1497.5,8.7,22979880,0.28,0.72,,27.2,,2003594000,2015 2016,37576699.78,217.495513,101.6,0.532864,115.895513,Senior Care Community,,,
SS Brighton MA LLC,Yes,Warehouse and Storage,145 N. Beacon St.,02135,128855,17.4,Not Available,,Self-Storage Facility,2007,180.1,1.4,2238485,0.63,0.37,,0.5,,2201904000,2014 2015 2016,5297822.45,41.11460517,5.6,0.863795,35.514605,Self-Storage Facility,,,
SSFC,Yes,Office,One Lincoln Street,02111,1043218,124,70,,Data Center Financial Office Parking Restaurant,2003,12330,11.8,129332337,0.97,0.03,,18.2,,0304246010,2014 2015 2016,397994400.7,381.5064547,25.4,0.933422,356.106455,Financial Office,,,
St Germain,Yes,Residential,8-67 St Germain Street,02116,159042,21.2,100,,Multifamily Housing,1900,299.4,1.9,3368702,0.82,0.18,,42.6,,0401229000,2015 2016,9310418.588,58.54062818,101.6,0,-43.059372,Multifamily Housing,,,
St Joseph's Community Inc,Yes,Residential,86 Crispus Attucks Pl,02119,140932,82.2,96,,Multifamily Housing,1990,636.7,4.5,11584002,0.04,0.96,,8.3,,0903820000,2016,13131624.67,93.17702628,101.6,0,-8.422974,Multifamily Housing,,,
St. Ann Hall,Yes,Residential,410 The Fenway,02115,49803,65,82,,Residence Hall/Dormitory,1962,214.6,4.3,3238770,0.3,0.7,,26.5,,0401847000,2014 2015 2016,5431417.29,109.0580345,101.6,0.068386,7.458034,Residence Hall/Dormitory,,,
St. Elizabeth Medical Center,Yes,Health,736 Cambridge Street,02135,651000,215.3,91,,Hospital (General Medical & Surgical),1960,9055.1,13.9,140182156,0.26,0.74,,22.9,,2101836000 2101835100,2014 2015 2016,223366247.4,343.1125152,101.6,0.703887,241.512515,Hospital (General Medical & Surgical),,,
St. Helena's House: 89 Union Park Street,Yes,Residential,89 Union Park St,02118,85828,60.3,80,,Multifamily Housing,1986,342.5,4,5171306,0.3,0.7,,40.2,,0801080000,2015 2016,8672280.162,101.0425521,101.6,0,-0.557448,Multifamily Housing,,,
